"index","Type","subcategory"
82955,"Traffic","HAZARDOUS ROAD CONDITIONS -"
82956,"EMS","SEIZURES"
82957,"EMS","ABDOMINAL PAINS"
82958,"EMS","CARDIAC EMERGENCY"
82959,"EMS","RESPIRATORY EMERGENCY"
82960,"EMS","NAUSEA/VOMITING"
82961,"Traffic","HAZARDOUS ROAD CONDITIONS -"
82962,"EMS","CVA/STROKE"
82963,"Traffic","VEHICLE ACCIDENT -"
82964,"Traffic","VEHICLE ACCIDENT -"
82965,"EMS","SYNCOPAL EPISODE"
82966,"EMS","UNCONSCIOUS SUBJECT"
82967,"EMS","UNRESPONSIVE SUBJECT"
82968,"Fire","FIRE ALARM"
82969,"Traffic","DISABLED VEHICLE -"
82970,"EMS","CARDIAC EMERGENCY"
82971,"EMS","CVA/STROKE"
82972,"EMS","HEAD INJURY"
82973,"Traffic","HAZARDOUS ROAD CONDITIONS -"
82974,"Traffic","HAZARDOUS ROAD CONDITIONS -"
82975,"Traffic","VEHICLE ACCIDENT -"
82976,"EMS","GENERAL WEAKNESS"
82977,"Fire","FIRE ALARM"
82978,"Traffic","ROAD OBSTRUCTION -"
82979,"Fire","FIRE ALARM"
82980,"EMS","UNCONSCIOUS SUBJECT"
82981,"EMS","VEHICLE FIRE"
82982,"Traffic","VEHICLE FIRE -"
82983,"Fire","VEHICLE ACCIDENT"
82984,"EMS","FALL VICTIM"
82985,"EMS","HEAD INJURY"
82986,"EMS","UNRESPONSIVE SUBJECT"
82987,"Fire","FIRE ALARM"
82988,"Traffic","VEHICLE ACCIDENT -"
82989,"EMS","FRACTURE"
82990,"EMS","RESPIRATORY EMERGENCY"
82991,"EMS","SUBJECT IN PAIN"
82992,"Traffic","DISABLED VEHICLE -"
82993,"Fire","FIRE INVESTIGATION"
82994,"Fire","FIRE POLICE NEEDED"
82995,"EMS","UNCONSCIOUS SUBJECT"
82996,"EMS","DIABETIC EMERGENCY"
82997,"EMS","SYNCOPAL EPISODE"
82998,"Traffic","VEHICLE ACCIDENT -"
82999,"EMS","RESPIRATORY EMERGENCY"
83000,"Fire","FIRE ALARM"
83001,"EMS","NAUSEA/VOMITING"
83002,"Fire","FIRE ALARM"
83003,"EMS","FALL VICTIM"
83004,"Fire","FIRE ALARM"
83005,"EMS","RESPIRATORY EMERGENCY"
83006,"EMS","SYNCOPAL EPISODE"
83007,"EMS","VEHICLE ACCIDENT"
83008,"Traffic","VEHICLE ACCIDENT -"
83009,"EMS","CVA/STROKE"
83010,"EMS","GENERAL WEAKNESS"
83011,"EMS","UNRESPONSIVE SUBJECT"
83012,"Fire","FIRE ALARM"
83013,"Fire","FIRE INVESTIGATION"
83014,"Traffic","VEHICLE ACCIDENT -"
83015,"EMS","CVA/STROKE"
83016,"EMS","NAUSEA/VOMITING"
83017,"EMS","SEIZURES"
83018,"Fire","CARBON MONOXIDE DETECTOR"
83019,"Traffic","VEHICLE ACCIDENT -"
83020,"Traffic","VEHICLE ACCIDENT -"
83021,"Fire","UNKNOWN TYPE FIRE"
83022,"Fire","FIRE ALARM"
83023,"EMS","OVERDOSE"
83024,"Fire","FIRE ALARM"
83025,"Traffic","VEHICLE ACCIDENT -"
83026,"Traffic","VEHICLE ACCIDENT -"
83027,"Traffic","VEHICLE ACCIDENT -"
83028,"EMS","ALTERED MENTAL STATUS"
83029,"EMS","FALL VICTIM"
83030,"EMS","RESPIRATORY EMERGENCY"
83031,"Fire","FIRE ALARM"
83032,"Fire","FIRE ALARM"
83033,"Fire","FIRE ALARM"
83034,"Traffic","VEHICLE ACCIDENT -"
83035,"EMS","VEHICLE ACCIDENT"
83036,"EMS","HEAT EXHAUSTION"
83037,"EMS","RESPIRATORY EMERGENCY"
83038,"EMS","SUBJECT IN PAIN"
83039,"Traffic","VEHICLE ACCIDENT -"
83040,"Fire","FIRE ALARM"
83041,"EMS","RESPIRATORY EMERGENCY"
83042,"EMS","FALL VICTIM"
83043,"EMS","UNCONSCIOUS SUBJECT"
83044,"Traffic","VEHICLE ACCIDENT -"
83045,"Fire","FIRE ALARM"
83046,"EMS","SEIZURES"
83047,"Traffic","VEHICLE ACCIDENT -"
83048,"EMS","SUBJECT IN PAIN"
83049,"Fire","FIRE ALARM"
83050,"EMS","FALL VICTIM"
83051,"Fire","FIRE ALARM"
83052,"Traffic","VEHICLE ACCIDENT -"
83053,"Traffic","VEHICLE ACCIDENT -"
83054,"EMS","OVERDOSE"
83055,"EMS","SYNCOPAL EPISODE"
83056,"EMS","VEHICLE ACCIDENT"
83057,"Fire","ELECTRICAL FIRE OUTSIDE"
83058,"Traffic","DISABLED VEHICLE -"
83059,"Traffic","VEHICLE ACCIDENT -"
83060,"Traffic","VEHICLE ACCIDENT -"
83061,"Traffic","VEHICLE ACCIDENT -"
83062,"EMS","DIABETIC EMERGENCY"
83063,"EMS","SUBJECT IN PAIN"
83064,"Fire","ELECTRICAL FIRE OUTSIDE"
83065,"Traffic","VEHICLE ACCIDENT -"
83066,"Traffic","VEHICLE ACCIDENT -"
83067,"EMS","RESPIRATORY EMERGENCY"
83068,"Traffic","VEHICLE ACCIDENT -"
83069,"Fire","ELECTRICAL FIRE OUTSIDE"
83070,"Fire","FIRE INVESTIGATION"
83071,"Traffic","VEHICLE ACCIDENT -"
83072,"EMS","ALLERGIC REACTION"
83073,"Fire","TRASH/DUMPSTER FIRE"
83074,"EMS","HEAT EXHAUSTION"
83075,"EMS","HEAT EXHAUSTION"
83076,"Fire","FIRE ALARM"
83077,"EMS","SUBJECT IN PAIN"
83078,"Traffic","VEHICLE ACCIDENT -"
83079,"EMS","FALL VICTIM"
83080,"EMS","LACERATIONS"
83081,"EMS","UNRESPONSIVE SUBJECT"
83082,"EMS","CARDIAC EMERGENCY"
83083,"EMS","BACK PAINS/INJURY"
83084,"EMS","GENERAL WEAKNESS"
83085,"EMS","CVA/STROKE"
83086,"Fire","FIRE ALARM"
83087,"EMS","FALL VICTIM"
83088,"EMS","CARDIAC EMERGENCY"
83089,"EMS","SYNCOPAL EPISODE"
83090,"Fire","FIRE ALARM"
83091,"EMS","HEAT EXHAUSTION"
83092,"EMS","VEHICLE ACCIDENT"
83093,"Traffic","DISABLED VEHICLE -"
83094,"Traffic","VEHICLE ACCIDENT -"
83095,"Traffic","VEHICLE ACCIDENT -"
83096,"Traffic","VEHICLE ACCIDENT -"
83097,"Traffic","VEHICLE ACCIDENT -"
83098,"EMS","FALL VICTIM"
83099,"EMS","SUBJECT IN PAIN"
83100,"Traffic","VEHICLE ACCIDENT -"
83101,"Traffic","DISABLED VEHICLE -"
83102,"EMS","RESPIRATORY EMERGENCY"
83103,"Traffic","VEHICLE ACCIDENT -"
83104,"EMS","RESPIRATORY EMERGENCY"
83105,"Fire","FIRE ALARM"
83106,"EMS","HEAT EXHAUSTION"
83107,"Fire","FIRE ALARM"
83108,"EMS","SEIZURES"
83109,"EMS","SUBJECT IN PAIN"
83110,"Fire","VEHICLE ACCIDENT"
83111,"EMS","VEHICLE ACCIDENT"
83112,"Traffic","VEHICLE ACCIDENT -"
83113,"Fire","BURN VICTIM"
83114,"EMS","BURN VICTIM"
83115,"EMS","SUBJECT IN PAIN"
83116,"Traffic","VEHICLE ACCIDENT -"
83117,"EMS","ASSAULT VICTIM"
83118,"Traffic","VEHICLE ACCIDENT -"
83119,"Fire","UNKNOWN TYPE FIRE"
83120,"Traffic","VEHICLE ACCIDENT -"
83121,"EMS","UNKNOWN MEDICAL EMERGENCY"
83122,"Traffic","DISABLED VEHICLE -"
83123,"Traffic","VEHICLE ACCIDENT -"
83124,"Fire","RESCUE - ELEVATOR"
83125,"Fire","WOODS/FIELD FIRE"
83126,"EMS","BACK PAINS/INJURY"
83127,"EMS","CARDIAC EMERGENCY"
83128,"Traffic","VEHICLE ACCIDENT -"
83129,"Fire","VEHICLE FIRE"
83130,"Traffic","VEHICLE FIRE -"
83131,"Traffic","VEHICLE ACCIDENT -"
83132,"EMS","SYNCOPAL EPISODE"
83133,"EMS","ALLERGIC REACTION"
83134,"EMS","FALL VICTIM"
83135,"EMS","HEAD INJURY"
83136,"EMS","RESPIRATORY EMERGENCY"
83137,"Fire","FIRE INVESTIGATION"
83138,"EMS","FALL VICTIM"
83139,"EMS","UNCONSCIOUS SUBJECT"
83140,"EMS","RESPIRATORY EMERGENCY"
83141,"Traffic","VEHICLE ACCIDENT -"
83142,"EMS","FALL VICTIM"
83143,"EMS","RESPIRATORY EMERGENCY"
83144,"EMS","DEHYDRATION"
83145,"EMS","LACERATIONS"
83146,"EMS","SEIZURES"
83147,"Traffic","VEHICLE ACCIDENT -"
83148,"EMS","FEVER"
83149,"EMS","SEIZURES"
83150,"EMS","ALTERED MENTAL STATUS"
83151,"Fire","FIRE INVESTIGATION"
83152,"Fire","FIRE SPECIAL SERVICE"
83153,"EMS","HAZARDOUS MATERIALS INCIDENT"
83154,"EMS","DIABETIC EMERGENCY"
83155,"EMS","BUILDING FIRE"
83156,"Fire","BUILDING FIRE"
83157,"Fire","ELECTRICAL FIRE OUTSIDE"
83158,"EMS","FEVER"
83159,"EMS","FALL VICTIM"
83160,"EMS","FALL VICTIM"
83161,"Fire","GAS-ODOR/LEAK"
83162,"EMS","DEHYDRATION"
83163,"Traffic","VEHICLE ACCIDENT -"
83164,"EMS","GAS-ODOR/LEAK"
83165,"EMS","BUILDING FIRE"
83166,"Fire","CARBON MONOXIDE DETECTOR"
83167,"EMS","DIZZINESS"
83168,"EMS","CARDIAC EMERGENCY"
83169,"Fire","ELECTRICAL FIRE OUTSIDE"
83170,"Fire","VEHICLE ACCIDENT"
83171,"EMS","RESPIRATORY EMERGENCY"
83172,"EMS","SYNCOPAL EPISODE"
83173,"Traffic","VEHICLE ACCIDENT -"
83174,"Traffic","VEHICLE ACCIDENT -"
83175,"EMS","CARDIAC EMERGENCY"
83176,"EMS","DEHYDRATION"
83177,"EMS","CARDIAC EMERGENCY"
83178,"EMS","MEDICAL ALERT ALARM"
83179,"Fire","FIRE ALARM"
83180,"Fire","FIRE ALARM"
83181,"Traffic","VEHICLE ACCIDENT -"
83182,"EMS","HEMORRHAGING"
83183,"Fire","ELECTRICAL FIRE OUTSIDE"
83184,"EMS","UNKNOWN MEDICAL EMERGENCY"
83185,"EMS","ALTERED MENTAL STATUS"
83186,"EMS","HEAD INJURY"
83187,"EMS","SUBJECT IN PAIN"
83188,"EMS","UNKNOWN MEDICAL EMERGENCY"
83189,"EMS","SUBJECT IN PAIN"
83190,"EMS","SYNCOPAL EPISODE"
83191,"Fire","FIRE ALARM"
83192,"Fire","FIRE ALARM"
83193,"EMS","FALL VICTIM"
83194,"Fire","BUILDING FIRE"
83195,"EMS","BUILDING FIRE"
83196,"Traffic","ROAD OBSTRUCTION -"
83197,"Traffic","ROAD OBSTRUCTION -"
83198,"EMS","CARDIAC EMERGENCY"
83199,"Traffic","VEHICLE ACCIDENT -"
83200,"EMS","UNKNOWN MEDICAL EMERGENCY"
83201,"EMS","CVA/STROKE"
83202,"EMS","SUBJECT IN PAIN"
83203,"Fire","BUILDING FIRE"
83204,"EMS","SUBJECT IN PAIN"
83205,"Traffic","DISABLED VEHICLE -"
83206,"Traffic","VEHICLE ACCIDENT -"
83207,"EMS","UNKNOWN MEDICAL EMERGENCY"
83208,"EMS","FALL VICTIM"
83209,"EMS","FALL VICTIM"
83210,"EMS","GENERAL WEAKNESS"
83211,"EMS","CARDIAC EMERGENCY"
83212,"EMS","CARDIAC EMERGENCY"
83213,"EMS","CARDIAC EMERGENCY"
83214,"EMS","FALL VICTIM"
83215,"Fire","VEHICLE ACCIDENT"
83216,"EMS","VEHICLE ACCIDENT"
83217,"Traffic","VEHICLE ACCIDENT -"
83218,"Fire","FIRE ALARM"
83219,"Traffic","DISABLED VEHICLE -"
83220,"Traffic","DISABLED VEHICLE -"
83221,"Fire","CARBON MONOXIDE DETECTOR"
83222,"Fire","WOODS/FIELD FIRE"
83223,"EMS","CARDIAC EMERGENCY"
83224,"Traffic","ROAD OBSTRUCTION -"
83225,"EMS","FRACTURE"
83226,"EMS","SEIZURES"
83227,"EMS","SEIZURES"
83228,"EMS","VEHICLE ACCIDENT"
83229,"Traffic","ROAD OBSTRUCTION -"
83230,"Traffic","VEHICLE ACCIDENT -"
83231,"Traffic","ROAD OBSTRUCTION -"
83232,"EMS","UNKNOWN MEDICAL EMERGENCY"
83233,"Fire","FIRE ALARM"
83234,"EMS","RESPIRATORY EMERGENCY"
83235,"Traffic","DISABLED VEHICLE -"
83236,"EMS","FALL VICTIM"
83237,"EMS","RESPIRATORY EMERGENCY"
83238,"Fire","FIRE POLICE NEEDED"
83239,"Traffic","DISABLED VEHICLE -"
83240,"EMS","LACERATIONS"
83241,"Fire","FIRE ALARM"
83242,"EMS","MEDICAL ALERT ALARM"
83243,"EMS","RESPIRATORY EMERGENCY"
83244,"EMS","CARDIAC EMERGENCY"
83245,"EMS","CARDIAC EMERGENCY"
83246,"EMS","RESPIRATORY EMERGENCY"
83247,"EMS","FALL VICTIM"
83248,"EMS","HEMORRHAGING"
83249,"EMS","CARDIAC EMERGENCY"
83250,"Fire","FIRE ALARM"
83251,"EMS","FEVER"
83252,"EMS","OVERDOSE"
83253,"EMS","ASSAULT VICTIM"
83254,"EMS","FALL VICTIM"
83255,"EMS","CARDIAC EMERGENCY"
83256,"Fire","FIRE ALARM"
83257,"EMS","CARDIAC EMERGENCY"
83258,"EMS","DIABETIC EMERGENCY"
83259,"EMS","GENERAL WEAKNESS"
83260,"EMS","RESPIRATORY EMERGENCY"
83261,"EMS","BACK PAINS/INJURY"
83262,"EMS","FALL VICTIM"
83263,"EMS","BACK PAINS/INJURY"
83264,"Fire","FIRE ALARM"
83265,"EMS","FALL VICTIM"
83266,"Traffic","ROAD OBSTRUCTION -"
83267,"Traffic","VEHICLE ACCIDENT -"
83268,"Fire","HAZARDOUS MATERIALS INCIDENT"
83269,"EMS","ABDOMINAL PAINS"
83270,"EMS","ALTERED MENTAL STATUS"
83271,"EMS","ALTERED MENTAL STATUS"
83272,"EMS","RESPIRATORY EMERGENCY"
83273,"Fire","FIRE ALARM"
83274,"Traffic","VEHICLE ACCIDENT -"
83275,"EMS","RESPIRATORY EMERGENCY"
83276,"EMS","SYNCOPAL EPISODE"
83277,"Traffic","VEHICLE ACCIDENT -"
83278,"EMS","MEDICAL ALERT ALARM"
83279,"EMS","DEHYDRATION"
83280,"EMS","FALL VICTIM"
83281,"EMS","HEMORRHAGING"
83282,"EMS","LACERATIONS"
83283,"EMS","CVA/STROKE"
83284,"Fire","CARBON MONOXIDE DETECTOR"
83285,"EMS","CARBON MONOXIDE DETECTOR"
83286,"EMS","CARDIAC EMERGENCY"
83287,"EMS","SYNCOPAL EPISODE"
83288,"Traffic","VEHICLE ACCIDENT -"
83289,"Traffic","VEHICLE ACCIDENT -"
83290,"EMS","UNRESPONSIVE SUBJECT"
83291,"Traffic","DISABLED VEHICLE -"
83292,"Traffic","DISABLED VEHICLE -"
83293,"EMS","ALTERED MENTAL STATUS"
83294,"EMS","BACK PAINS/INJURY"
83295,"EMS","DIZZINESS"
83296,"Fire","GAS-ODOR/LEAK"
83297,"Traffic","VEHICLE ACCIDENT -"
83298,"Traffic","VEHICLE ACCIDENT -"
83299,"EMS","SUBJECT IN PAIN"
83300,"EMS","FALL VICTIM"
83301,"Fire","FIRE ALARM"
83302,"EMS","CARDIAC EMERGENCY"
83303,"EMS","SYNCOPAL EPISODE"
83304,"Fire","ELECTRICAL FIRE OUTSIDE"
83305,"Traffic","DISABLED VEHICLE -"
83306,"EMS","ALTERED MENTAL STATUS"
83307,"EMS","SYNCOPAL EPISODE"
83308,"EMS","RESPIRATORY EMERGENCY"
83309,"Traffic","DISABLED VEHICLE -"
83310,"Traffic","VEHICLE ACCIDENT -"
83311,"Fire","FIRE ALARM"
83312,"Traffic","VEHICLE ACCIDENT -"
83313,"EMS","HEAD INJURY"
83314,"Traffic","VEHICLE ACCIDENT -"
83315,"EMS","SUBJECT IN PAIN"
83316,"EMS","RESPIRATORY EMERGENCY"
83317,"Traffic","VEHICLE ACCIDENT -"
83318,"Traffic","VEHICLE ACCIDENT -"
83319,"EMS","SYNCOPAL EPISODE"
83320,"EMS","ALTERED MENTAL STATUS"
83321,"Traffic","VEHICLE ACCIDENT -"
83322,"EMS","HEAT EXHAUSTION"
83323,"EMS","LACERATIONS"
83324,"Traffic","DISABLED VEHICLE -"
83325,"EMS","RESPIRATORY EMERGENCY"
83326,"EMS","UNCONSCIOUS SUBJECT"
83327,"EMS","SYNCOPAL EPISODE"
83328,"Traffic","VEHICLE ACCIDENT -"
83329,"EMS","HEAD INJURY"
83330,"EMS","HEAT EXHAUSTION"
83331,"EMS","UNRESPONSIVE SUBJECT"
83332,"EMS","VEHICLE ACCIDENT"
83333,"Fire","FIRE ALARM"
83334,"Traffic","VEHICLE ACCIDENT -"
83335,"Traffic","VEHICLE ACCIDENT -"
83336,"EMS","RESPIRATORY EMERGENCY"
83337,"Traffic","VEHICLE ACCIDENT -"
83338,"EMS","RESPIRATORY EMERGENCY"
83339,"EMS","RESPIRATORY EMERGENCY"
83340,"Traffic","VEHICLE ACCIDENT -"
83341,"EMS","NAUSEA/VOMITING"
83342,"Fire","FIRE ALARM"
83343,"EMS","NAUSEA/VOMITING"
83344,"Traffic","DISABLED VEHICLE -"
83345,"Traffic","ROAD OBSTRUCTION -"
83346,"Fire","FIRE ALARM"
83347,"EMS","CARDIAC EMERGENCY"
83348,"EMS","FALL VICTIM"
83349,"EMS","MEDICAL ALERT ALARM"
83350,"EMS","CARDIAC EMERGENCY"
83351,"EMS","HEAD INJURY"
83352,"EMS","SEIZURES"
83353,"EMS","CARDIAC EMERGENCY"
83354,"EMS","GENERAL WEAKNESS"
83355,"EMS","MEDICAL ALERT ALARM"
83356,"EMS","UNKNOWN MEDICAL EMERGENCY"
83357,"EMS","RESPIRATORY EMERGENCY"
83358,"EMS","SYNCOPAL EPISODE"
83359,"EMS","UNKNOWN MEDICAL EMERGENCY"
83360,"EMS","GENERAL WEAKNESS"
83361,"EMS","CARDIAC EMERGENCY"
83362,"EMS","FALL VICTIM"
83363,"Fire","FIRE INVESTIGATION"
83364,"EMS","SYNCOPAL EPISODE"
83365,"EMS","FALL VICTIM"
83366,"EMS","UNCONSCIOUS SUBJECT"
83367,"EMS","ALLERGIC REACTION"
83368,"EMS","HEAD INJURY"
83369,"Traffic","VEHICLE ACCIDENT -"
83370,"Traffic","VEHICLE ACCIDENT -"
83371,"EMS","RESPIRATORY EMERGENCY"
83372,"Traffic","ROAD OBSTRUCTION -"
83373,"Traffic","VEHICLE ACCIDENT -"
83374,"EMS","NAUSEA/VOMITING"
83375,"Traffic","VEHICLE ACCIDENT -"
83376,"EMS","DEHYDRATION"
83377,"Traffic","VEHICLE ACCIDENT -"
83378,"Fire","WOODS/FIELD FIRE"
83379,"EMS","OVERDOSE"
83380,"EMS","HEMORRHAGING"
83381,"EMS","GENERAL WEAKNESS"
83382,"Fire","BUILDING FIRE"
83383,"Traffic","ROAD OBSTRUCTION -"
83384,"Traffic","ROAD OBSTRUCTION -"
83385,"EMS","HEMORRHAGING"
83386,"Fire","FIRE ALARM"
83387,"EMS","FALL VICTIM"
83388,"EMS","FALL VICTIM"
83389,"EMS","ASSAULT VICTIM"
83390,"Fire","FIRE ALARM"
83391,"EMS","DEHYDRATION"
83392,"Fire","FIRE ALARM"
83393,"Fire","APPLIANCE FIRE"
83394,"Fire","BUILDING FIRE"
83395,"EMS","GENERAL WEAKNESS"
83396,"EMS","BUILDING FIRE"
83397,"EMS","SEIZURES"
83398,"EMS","VEHICLE ACCIDENT"
83399,"Fire","FIRE ALARM"
83400,"Traffic","VEHICLE ACCIDENT -"
83401,"Traffic","VEHICLE ACCIDENT -"
83402,"EMS","SUBJECT IN PAIN"
83403,"EMS","UNKNOWN MEDICAL EMERGENCY"
83404,"Traffic","DISABLED VEHICLE -"
83405,"Traffic","DISABLED VEHICLE -"
83406,"EMS","CARDIAC EMERGENCY"
83407,"Traffic","DISABLED VEHICLE -"
83408,"EMS","LACERATIONS"
83409,"Fire","FIRE INVESTIGATION"
83410,"Fire","FIRE ALARM"
83411,"Traffic","VEHICLE ACCIDENT -"
83412,"EMS","VEHICLE ACCIDENT"
83413,"EMS","SUBJECT IN PAIN"
83414,"Fire","CARBON MONOXIDE DETECTOR"
83415,"Traffic","DISABLED VEHICLE -"
83416,"EMS","ALTERED MENTAL STATUS"
83417,"EMS","CVA/STROKE"
83418,"EMS","CVA/STROKE"
83419,"EMS","HEAD INJURY"
83420,"EMS","FALL VICTIM"
83421,"EMS","UNKNOWN MEDICAL EMERGENCY"
83422,"Traffic","DISABLED VEHICLE -"
83423,"EMS","NAUSEA/VOMITING"
83424,"EMS","SUBJECT IN PAIN"
83425,"Fire","FIRE ALARM"
83426,"EMS","MEDICAL ALERT ALARM"
83427,"Fire","WOODS/FIELD FIRE"
83428,"EMS","RESPIRATORY EMERGENCY"
83429,"EMS","SYNCOPAL EPISODE"
83430,"EMS","SEIZURES"
83431,"EMS","UNCONSCIOUS SUBJECT"
83432,"Traffic","DISABLED VEHICLE -"
83433,"EMS","SEIZURES"
83434,"Fire","WOODS/FIELD FIRE"
83435,"Fire","CARBON MONOXIDE DETECTOR"
83436,"Fire","FIRE ALARM"
83437,"Traffic","HAZARDOUS ROAD CONDITIONS -"
83438,"EMS","FALL VICTIM"
83439,"Traffic","VEHICLE ACCIDENT -"
83440,"Fire","FIRE INVESTIGATION"
83441,"EMS","SUBJECT IN PAIN"
83442,"Traffic","VEHICLE ACCIDENT -"
83443,"EMS","RESPIRATORY EMERGENCY"
83444,"EMS","DROWNING"
83445,"EMS","CVA/STROKE"
83446,"Traffic","VEHICLE ACCIDENT -"
83447,"EMS","UNCONSCIOUS SUBJECT"
83448,"EMS","CARDIAC EMERGENCY"
83449,"EMS","UNRESPONSIVE SUBJECT"
83450,"EMS","CARDIAC ARREST"
83451,"EMS","SYNCOPAL EPISODE"
83452,"Fire","ELECTRICAL FIRE OUTSIDE"
83453,"Fire","ELECTRICAL FIRE OUTSIDE"
83454,"Fire","FIRE ALARM"
83455,"Fire","FIRE SPECIAL SERVICE"
83456,"EMS","FALL VICTIM"
83457,"EMS","SUBJECT IN PAIN"
83458,"Fire","ELECTRICAL FIRE OUTSIDE"
83459,"Traffic","ROAD OBSTRUCTION -"
83460,"Traffic","VEHICLE ACCIDENT -"
83461,"EMS","VEHICLE ACCIDENT"
83462,"Fire","VEHICLE ACCIDENT"
83463,"Traffic","VEHICLE ACCIDENT -"
83464,"EMS","FIRE INVESTIGATION"
83465,"Fire","FIRE INVESTIGATION"
83466,"Traffic","ROAD OBSTRUCTION -"
83467,"Fire","FIRE ALARM"
83468,"EMS","UNKNOWN MEDICAL EMERGENCY"
83469,"EMS","FALL VICTIM"
83470,"EMS","VEHICLE ACCIDENT"
83471,"Fire","VEHICLE ACCIDENT"
83472,"Traffic","VEHICLE ACCIDENT -"
83473,"Traffic","VEHICLE ACCIDENT -"
83474,"EMS","MEDICAL ALERT ALARM"
83475,"Fire","FIRE INVESTIGATION"
83476,"Traffic","VEHICLE ACCIDENT -"
83477,"Traffic","VEHICLE ACCIDENT -"
83478,"EMS","SUBJECT IN PAIN"
83479,"EMS","CARDIAC EMERGENCY"
83480,"Traffic","VEHICLE ACCIDENT -"
83481,"Traffic","VEHICLE ACCIDENT -"
83482,"Traffic","VEHICLE ACCIDENT -"
83483,"EMS","ASSAULT VICTIM"
83484,"Traffic","ROAD OBSTRUCTION -"
83485,"EMS","ASSAULT VICTIM"
83486,"EMS","ASSAULT VICTIM"
83487,"EMS","BACK PAINS/INJURY"
83488,"EMS","GENERAL WEAKNESS"
83489,"Traffic","DISABLED VEHICLE -"
83490,"EMS","HEAD INJURY"
83491,"EMS","RESPIRATORY EMERGENCY"
83492,"EMS","RESPIRATORY EMERGENCY"
83493,"EMS","RESPIRATORY EMERGENCY"
83494,"Fire","FIRE ALARM"
83495,"EMS","UNKNOWN MEDICAL EMERGENCY"
83496,"EMS","UNKNOWN MEDICAL EMERGENCY"
83497,"Fire","FIRE INVESTIGATION"
83498,"EMS","ASSAULT VICTIM"
83499,"Traffic","DISABLED VEHICLE -"
83500,"EMS","FALL VICTIM"
83501,"EMS","FRACTURE"
83502,"EMS","SUBJECT IN PAIN"
83503,"Traffic","DISABLED VEHICLE -"
83504,"Fire","BUILDING FIRE"
83505,"Fire","FIRE ALARM"
83506,"EMS","BUILDING FIRE"
83507,"Traffic","VEHICLE ACCIDENT -"
83508,"EMS","CARDIAC EMERGENCY"
83509,"EMS","GENERAL WEAKNESS"
83510,"Traffic","VEHICLE ACCIDENT -"
83511,"Traffic","VEHICLE ACCIDENT -"
83512,"EMS","GENERAL WEAKNESS"
83513,"EMS","FALL VICTIM"
83514,"Fire","FIRE INVESTIGATION"
83515,"EMS","CARDIAC EMERGENCY"
83516,"EMS","FALL VICTIM"
83517,"EMS","CARDIAC EMERGENCY"
83518,"Traffic","VEHICLE ACCIDENT -"
83519,"EMS","DIABETIC EMERGENCY"
83520,"EMS","OVERDOSE"
83521,"EMS","SUBJECT IN PAIN"
83522,"Fire","FIRE ALARM"
83523,"EMS","FALL VICTIM"
83524,"Traffic","DISABLED VEHICLE -"
83525,"EMS","GENERAL WEAKNESS"
83526,"EMS","NAUSEA/VOMITING"
83527,"Traffic","VEHICLE ACCIDENT -"
83528,"EMS","SEIZURES"
83529,"Traffic","VEHICLE ACCIDENT -"
83530,"EMS","SUBJECT IN PAIN"
83531,"EMS","GENERAL WEAKNESS"
83532,"EMS","HEAD INJURY"
83533,"Fire","FIRE ALARM"
83534,"EMS","FALL VICTIM"
83535,"Traffic","VEHICLE ACCIDENT -"
83536,"EMS","FALL VICTIM"
83537,"EMS","CARDIAC ARREST"
83538,"EMS","MEDICAL ALERT ALARM"
83539,"Traffic","DISABLED VEHICLE -"
83540,"EMS","UNKNOWN MEDICAL EMERGENCY"
83541,"EMS","MATERNITY"
83542,"Fire","VEHICLE FIRE"
83543,"Traffic","VEHICLE FIRE -"
83544,"Traffic","VEHICLE FIRE -"
83545,"EMS","FALL VICTIM"
83546,"EMS","RESPIRATORY EMERGENCY"
83547,"EMS","RESPIRATORY EMERGENCY"
83548,"EMS","UNKNOWN MEDICAL EMERGENCY"
83549,"Fire","FIRE ALARM"
83550,"Traffic","DISABLED VEHICLE -"
83551,"Traffic","DISABLED VEHICLE -"
83552,"Traffic","VEHICLE ACCIDENT -"
83553,"EMS","CVA/STROKE"
83554,"Traffic","VEHICLE ACCIDENT -"
83555,"EMS","VEHICLE ACCIDENT"
83556,"Fire","VEHICLE ACCIDENT"
83557,"Traffic","VEHICLE ACCIDENT -"
83558,"Traffic","VEHICLE ACCIDENT -"
83559,"Traffic","VEHICLE ACCIDENT -"
83560,"Traffic","VEHICLE ACCIDENT -"
83561,"Traffic","VEHICLE ACCIDENT -"
83562,"EMS","SUBJECT IN PAIN"
83563,"Traffic","VEHICLE ACCIDENT -"
83564,"Traffic","VEHICLE ACCIDENT -"
83565,"EMS","DEHYDRATION"
83566,"Traffic","VEHICLE ACCIDENT -"
83567,"EMS","SUBJECT IN PAIN"
83568,"EMS","CARDIAC EMERGENCY"
83569,"EMS","UNKNOWN MEDICAL EMERGENCY"
83570,"EMS","CARDIAC EMERGENCY"
83571,"EMS","DIABETIC EMERGENCY"
83572,"EMS","UNKNOWN MEDICAL EMERGENCY"
83573,"EMS","HEMORRHAGING"
83574,"EMS","HEAD INJURY"
83575,"EMS","MEDICAL ALERT ALARM"
83576,"Traffic","VEHICLE ACCIDENT -"
83577,"EMS","VEHICLE ACCIDENT"
83578,"Traffic","DISABLED VEHICLE -"
83579,"EMS","CARDIAC EMERGENCY"
